""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000000701"	0	NA	NA	NA	NA	NA
"ENSMUSG00000000702"	0	NA	NA	NA	NA	NA
"ENSMUSG00000000706"	17.8237586192663	7.36793816575128	1.61728765960459	4.55573757828131	5.22020756468016e-06	1.74581269288224e-05
"ENSMUSG00000000708"	1583.66697893037	-1.1328588443559	0.170885796949185	-6.62933294972881	3.37207206797871e-11	1.80408053858548e-10
"ENSMUSG00000000711"	980.882309927272	-1.22199366839013	0.182787873095406	-6.68531039667115	2.30435693800428e-11	1.24748399671511e-10
"ENSMUSG00000000724"	1.19940840011746	3.46261497364361	3.13548274877329	1.10433233128082	0.269449002814738	NA
"ENSMUSG00000000730"	0	NA	NA	NA	NA	NA
"ENSMUSG00000000731"	0.342326598440729	1.50827950523929	4.93345762963046	0.305724629351335	0.759814319112058	NA
"ENSMUSG00000000732"	18.6293377335448	0.493481431511329	0.753668111897543	0.654772868483011	0.512614001464604	0.598864499646975
"ENSMUSG00000000738"	472.235626412262	-0.769296036358857	0.208389674007312	-3.69162262968876	0.00022282791505336	0.000602553113292561
"ENSMUSG00000000739"	25.0793196838433	-5.42899709040193	1.04698788709326	-5.18534851962271	2.15611275995932e-07	8.39604270764463e-07
"ENSMUSG00000000740"	2389.05855951221	0.671050209756739	0.159903256226995	4.19660127998976	2.7095032524828e-05	8.30044538750517e-05
"ENSMUSG00000000743"	601.711549730004	-1.07770219427377	0.194682669154309	-5.53568635028097	3.10011917783975e-08	1.30844320352434e-07
"ENSMUSG00000000751"	1133.05394327568	1.26409661572548	0.182021007560275	6.94478419095049	3.79039308891338e-12	2.15129710101743e-11
"ENSMUSG00000000753"	3593.33778088693	-2.60619145240574	0.165598178836325	-15.7380441664257	8.29687036187436e-56	2.21079269675009e-54
"ENSMUSG00000000759"	668.40002034035	2.10222002541517	0.19886037875112	10.571336726891	4.04684791611335e-26	4.67123499965432e-25
"ENSMUSG00000000766"	0	NA	NA	NA	NA	NA
"ENSMUSG00000000776"	75.7058551621798	-0.292515472428706	0.414905058784346	-0.705017849832354	0.480799127958718	0.568453280005358
"ENSMUSG00000000782"	31.9240040761822	-1.98819861976376	0.620380363865068	-3.20480585068324	0.00135153612222461	0.00320997162642089
"ENSMUSG00000000787"	4709.71773025101	0.33319364841527	0.158013491162545	2.10864050888238	0.0349756234955888	0.0607888483753277
"ENSMUSG00000000791"	3.84036270620534	-0.327316194563307	1.62313568440438	-0.201656705417957	0.840185111247975	0.880526013026705
"ENSMUSG00000000792"	0.257377601618002	1.4338579740318	4.93603249375285	0.290487952793367	0.771442965921313	NA
"ENSMUSG00000000794"	0.703059556618539	0.427286354502932	3.95696907684626	0.107983243286673	0.914008984398986	NA
"ENSMUSG00000000804"	3458.02689992967	2.95230322705258	0.163707564419519	18.0340061714374	1.05372903456224e-72	4.15767028204437e-71
"ENSMUSG00000000805"	0	NA	NA	NA	NA	NA
"ENSMUSG00000000811"	76.9190587558103	-1.78907888920734	0.427518198237354	-4.18480171507005	2.85415127039295e-05	8.72240531599885e-05
"ENSMUSG00000000817"	2.58019406910535	0.858221977589697	2.12763366545701	0.403369241389284	0.68667661093017	NA
"ENSMUSG00000000823"	422.356465353563	-0.288568257651196	0.221689489681024	-1.3016776666607	0.193026597264325	0.267212496204489
"ENSMUSG00000000826"	898.983085094958	-0.123728465751018	0.183775695115549	-0.67325804793296	0.500783137308175	0.587468154357946
"ENSMUSG00000000827"	402.456518196769	0.389258231241484	0.215028038095521	1.81026732462008	0.0702543416212147	0.112141861652302
"ENSMUSG00000000838"	1162.16359702245	1.92690489308891	0.1889845325134	10.1960984185427	2.06398018582983e-24	2.22589821092055e-23
"ENSMUSG00000000861"	623.750383759363	6.33789474707638	0.342040235406349	18.5296760176383	1.19001262730868e-76	4.99561822625182e-75
"ENSMUSG00000000869"	0.128688800809001	0.791785912483607	4.96399347806828	0.159505832548299	0.873270363440097	NA
"ENSMUSG00000000876"	719.950198007803	-2.1430279239316	0.2219429122571	-9.65576193507409	4.64691848927198e-22	4.51595737613442e-21
"ENSMUSG00000000881"	218.658188576075	-1.96169367134798	0.271514585524656	-7.22500291303812	5.01091096707557e-13	3.00727943742517e-12
"ENSMUSG00000000884"	22.4241504165896	0.23476635721966	0.700329427960328	0.335222750675213	0.737457061360672	0.796775948207878
"ENSMUSG00000000889"	0	NA	NA	NA	NA	NA
"ENSMUSG00000000901"	8.36397361098664	-1.53650786226152	1.17115736584081	-1.3119567934053	0.189534713202511	0.262955184050885
"ENSMUSG00000000902"	301.781230595499	0.897844637189092	0.237075874724811	3.78716154999439	0.00015237803398657	0.000422417336574152
"ENSMUSG00000000903"	5.35612860769212	5.63762182475386	1.95941824918212	2.87719164966799	0.00401231829572714	0.00870794559117617
"ENSMUSG00000000915"	576.359113245949	0.641897541026446	0.204746076932012	3.13509079463141	0.0017180092933143	0.00400559723586092
"ENSMUSG00000000916"	87.3911186382242	0.106358698790278	0.369604323788426	0.287763675760354	0.77352764428151	0.825371042919893
"ENSMUSG00000000934"	225.93826061844	-0.738545038006252	0.261843475505575	-2.82055925426535	0.00479400188847223	0.0102405969543705
"ENSMUSG00000000938"	0.342326598440729	1.50827950523929	4.93345762963046	0.305724629351335	0.759814319112058	NA
"ENSMUSG00000000942"	2.07604124594027	-0.350228017602446	2.14818621399573	-0.163034291590116	0.870491435086101	NA
"ENSMUSG00000000948"	77.592154627844	-2.48485747952102	0.422382922489039	-5.88294968195716	4.03018480695592e-09	1.83818410743186e-08
"ENSMUSG00000000957"	320.542710092615	-0.437472416220477	0.272922621276607	-1.60291739165549	0.108952893437881	0.163761347504948
"ENSMUSG00000000958"	57.7542924945121	-0.0869282602520053	0.447376716663241	-0.194306625745657	0.845935797912424	0.884688766290827
"ENSMUSG00000000959"	191.146947500602	-1.54179252217625	0.276042584269609	-5.58534302327205	2.33239382712684e-08	9.95680423366971e-08
"ENSMUSG00000000976"	286.805863123995	-0.284472103417334	0.239428843562707	-1.18812795979124	0.23478300034442	0.315413993096522
"ENSMUSG00000000982"	0.529716699367759	0.0314406591052283	4.44064375208094	0.00708020297518685	0.994350862556647	NA
"ENSMUSG00000000983"	0	NA	NA	NA	NA	NA
"ENSMUSG00000001014"	180.723188755818	7.26039656818694	0.771520955215701	9.41049821019714	4.93790741850795e-21	4.58432196648131e-20
"ENSMUSG00000001016"	435.627807567435	1.25713998439419	0.21772034442741	5.7741043341649	7.73634908853692e-09	3.45535874664612e-08
"ENSMUSG00000001017"	744.727295755885	0.40133836667542	0.185602271452271	2.16235697728854	0.0305906710516552	0.0539618779840805
"ENSMUSG00000001018"	156.690677607294	-1.13110018263996	0.303794192890759	-3.72324491089494	0.000196678566895771	0.00053652684012418
"ENSMUSG00000001020"	2.27816241104557	0.666050444278497	2.08043133403687	0.320150169525707	0.748854495620254	NA
"ENSMUSG00000001021"	0	NA	NA	NA	NA	NA
"ENSMUSG00000001023"	0	NA	NA	NA	NA	NA
"ENSMUSG00000001025"	13.9765472821045	0.551775069664944	0.865791374888261	0.637307191627032	0.523924767449231	0.609173417362873
"ENSMUSG00000001027"	1.66005185124975	0.830641449384103	2.39076354659176	0.347437725729194	0.728262495414878	NA
"ENSMUSG00000001029"	61.787374313199	-0.123082216138067	0.447628216913176	-0.274965275841717	0.783342916235576	0.833946726364687
"ENSMUSG00000001034"	38.9315406136725	1.38333425437585	0.553736742937909	2.49818035739586	0.012483266416064	0.0242945618868004
"ENSMUSG00000001036"	132.092206357288	-0.986488601283771	0.318136261777519	-3.10083671622963	0.00192974670984994	0.00447069336562836
"ENSMUSG00000001039"	5.56581251013174	1.37721066390808	1.43534953905457	0.9594949706921	0.337309452083395	0.426318421998679
"ENSMUSG00000001052"	330.280000204105	0.317913823939506	0.226593660351243	1.40301287973683	0.160612998260972	0.228468823421059
"ENSMUSG00000001053"	42.0213468776857	-0.413025719323253	0.518139203120349	-0.797132733512387	0.425373947399941	0.515083227169097
"ENSMUSG00000001054"	143.951692536315	-0.53566530231304	0.30360950432424	-1.76432323324429	0.0776775745378132	0.122231781081743
"ENSMUSG00000001056"	142.810030087606	-0.247725535692364	0.303795388948305	-0.815435469741503	0.414823088103825	0.505651596877795
"ENSMUSG00000001062"	121.505545607516	-1.27105939953101	0.331200867789221	-3.83772967750774	0.000124177071224604	0.000347882308769527
"ENSMUSG00000001065"	286.627426231415	-0.781991744357804	0.271795245175958	-2.87713548429278	0.00401303254305459	0.0087083442836724
"ENSMUSG00000001076"	1.22331856032437	-3.97848276631276	3.1656221055057	-1.25677754125905	0.208834200687081	NA
"ENSMUSG00000001082"	46.4225865563382	1.36304507168564	0.504477248127435	2.70189602552963	0.00689453188873487	0.0142080158721524
"ENSMUSG00000001089"	459.472905972538	-0.75626140223476	0.207511717546099	-3.64442746259259	0.000267987701733846	0.000716759024973006
"ENSMUSG00000001095"	2.62507855750061	-1.00567389021331	1.90860358385341	-0.526916065086122	0.59825187715702	NA
"ENSMUSG00000001098"	277.076627446095	0.0411093259005875	0.250927753843743	0.163829330438222	0.86986550128135	0.903783538298017
"ENSMUSG00000001100"	797.053457584582	-1.34598390718832	0.184349625609526	-7.30125652676549	2.85092597401786e-13	1.74348356697202e-12
"ENSMUSG00000001103"	2.2583327672662	-3.46918684908219	2.37659593758845	-1.45972935247983	0.144364471520017	NA
"ENSMUSG00000001105"	354.031735479599	-0.513751826566376	0.228634881941474	-2.24704044371448	0.0246374425126131	0.0444883367879023
"ENSMUSG00000001119"	297.001493370228	-0.0555100438401423	0.242912525074264	-0.228518656348295	0.819243054117057	0.86259897942635
"ENSMUSG00000001120"	15.5556040317236	1.21509172252573	0.834270486605345	1.45647214187086	0.145262145290136	0.209547302789336
"ENSMUSG00000001123"	1931.99558098015	-2.5917335257023	0.175214883745478	-14.7917429746843	1.65609029346603e-49	3.79651760851276e-48
"ENSMUSG00000001127"	608.919297902903	-0.53016245944334	0.200282350656776	-2.64707527999749	0.00811912766639767	0.0165057420753346
"ENSMUSG00000001128"	374.263736954549	-0.854605069289247	0.226331885762952	-3.77589338068042	0.00015943518321893	0.000440493031031059
"ENSMUSG00000001131"	1.53044879798525	0.854788316367528	2.62017630246469	0.326233130023908	0.744247977206483	NA
"ENSMUSG00000001134"	83.614154329822	-0.304512091554241	0.37812189214254	-0.805327852954491	0.420630512948465	0.510781182180669
"ENSMUSG00000001138"	182.400821071954	-1.12773930477823	0.306144444122446	-3.68368371998669	0.000229887455743874	0.000620110550300732
"ENSMUSG00000001143"	140.837701633309	0.198954402380791	0.325215643188845	0.61176147749222	0.540695580429245	0.624251055578929
"ENSMUSG00000001150"	612.596556531748	0.38084776053237	0.194113669768235	1.96198320801976	0.0497644392814181	0.0827089415112593
"ENSMUSG00000001151"	825.457332065838	1.51002106631835	0.216116188956035	6.98707983706641	2.80666546254623e-12	1.61135386156816e-11
"ENSMUSG00000001155"	2385.43230554804	-2.33097915383345	0.163975333660255	-14.2154255875037	7.35032202338346e-46	1.53106834634284e-44
"ENSMUSG00000001156"	648.026126263322	3.89527010817769	0.226358200609562	17.2084337907267	2.29556631030245e-66	7.76895369428958e-65
"ENSMUSG00000001157"	196.432098830132	-0.0994033650819695	0.271930330896795	-0.365547178036921	0.714702996697092	0.778236366444611
"ENSMUSG00000001158"	101.775493496336	0.328073876831896	0.361003875576087	0.908782146198178	0.363465132620582	0.453371584986263
"ENSMUSG00000001166"	8.96408303191409	-2.91729915081879	1.18417179330363	-2.46357763908566	0.0137558100090401	0.0265071455140156
"ENSMUSG00000001168"	0	NA	NA	NA	NA	NA
"ENSMUSG00000001173"	176.922728197781	0.775503408974417	0.282925279053009	2.74101844688512	0.00612490686977561	0.0127824820547358
"ENSMUSG00000001175"	3144.7016869994	-0.0785259471473828	0.167904038493176	-0.467683492619352	0.64001094757972	0.713422050497353
"ENSMUSG00000001211"	1790.4965478066	-2.17293347025422	0.173448743974542	-12.5278132343994	5.25928650792304e-36	8.32458329229015e-35
"ENSMUSG00000001225"	0.975398654368297	-0.467161002964737	3.15933643854596	-0.147866810658425	0.882447881481385	NA
"ENSMUSG00000001227"	76.4803445750963	-0.0678835104292169	0.40823325496222	-0.166286086701828	0.867931814815512	0.902598686165333
"ENSMUSG00000001228"	1436.12974037994	4.57914475477561	0.196871459848795	23.2595662077813	1.13833673255329e-119	1.09909759577233e-117
"ENSMUSG00000001229"	417.180338332416	-1.14993208738915	0.272726589630531	-4.21642821459759	2.48202247716698e-05	7.63777970382804e-05
"ENSMUSG00000001240"	33.0842921022707	-1.16707315224797	0.581622401936981	-2.0065821886524	0.044794169401867	0.0754568448852879
"ENSMUSG00000001247"	939.711284401484	-3.76481056991683	0.233695537374414	-16.109895003622	2.17392684727582e-58	6.06850939986144e-57
"ENSMUSG00000001248"	132.076567708147	0.136315300938272	0.311945824102104	0.436983894016335	0.662123028512168	0.732301555824993
"ENSMUSG00000001249"	2469.63710481322	-2.46169199707394	0.175975905630765	-13.9888014114789	1.8246106983317e-44	3.65679609309115e-43
"ENSMUSG00000001260"	0.589332251941294	-2.9310383554924	4.21741066487429	-0.694985285617133	0.487064522958137	NA
"ENSMUSG00000001270"	124.108266841174	-0.318473178074198	0.331815950965619	-0.959788633269161	0.337161604209776	0.426255081443151
"ENSMUSG00000001280"	1365.12686724115	0.851426577355311	0.174339519490075	4.88372676399273	1.04099304273923e-06	3.7479402946966e-06
